S.No,Outcome,JA_SCORE,FR_SCORE,BWA_SCORE,GESAMT_SCORE,krf,PD,Ertrag_marge,start_EAD,LGD_rest_Ecosfera_avg,LGD_12_Ecosfera,bonitaetsindex,std_krediturteil,VC_umsatz,default,v_verlust_aug,verlust,A_FLAG_NEUGESCHAEFT,EIP_BLANKO,EIP_PBLANKO,EIP_BSG,EIP_PBSG,EIP_GESAMTENGA,EIP_PROTONEUENGA,EIP_PROTONEUSICHERHEITEN,EIP_EWB,V_VOTIERUNGSDATUM,SRK_LGD_rest_Ecosfera_avg,SRK_LGD_12_Ecosfera
6646,1,0.02427,0.25793,0.06356,0.05875,7+,0.1101,768.86,28500,0.14666,0.19263,168,11,5000000,0,0,0,1,58289.65,0,0.7714,0,255012.57,28500,21375,0,05FEB2014:10:32:10.990000,0.016147,0.021208
7637,1,0.04794,0.25204,0.14538,0.1488,6-,0.0834,0,0,0,0,226,31,5500000,0,0,0,0,0,0,0,0,266000,0,0,0,12DEC2014:12:17:56.934000,0,0
339,1,0.05022,0.05244,0.08745,0.06072,7+,0.1101,1126.04,143116.31,0.03864,0.05246,282,31,-2,0,0,0,1,39794.36,17000.55,0.822,0.6698,223596.73,143116.31,107337.23,0,25JAN2013:11:42:57.454000,0.004254,0.005776
2035,1,0.03503,0.05244,0.08371,0.0897,6+,0.0473,961.94,35000,0.0366,0.0464,192,21,400000,0,0,0,1,199619.09,96935.93,0.7801,0.6985,907711.72,35000,26950,0,02MAY2012:16:04:10.307000,0.001731,0.002195
1638,1,0.05558,0.06415,0.0115,0.0233,5+,0.0217,13765.03,343500,0.03216,0.06092,260,11,0,0,0,0,1,0,0,1.0118,1.0637,1146549.56,0,0,0,22APR2016:09:49:37.888000,0.000698,0.001322
7739,1,0.05869,0.06519,0,0.06161,5+,0.0217,17874.55,529566.16,0.07008,0.11843,226,21,0,0,0,0,1,481905.21,0,0.09,0,529566.16,0,0,0,23OCT2015:09:00:05.733000,0.001521,0.00257
531,1,0.01481,0.12523,0.034,0.06066,7+,0.1101,163.45,6172.27,0.15069,0.07762,227,21,2600000,0,0,0,1,152990.03,38139.64,0.7925,0.9115,737288.94,6172.27,3394.75,0,29JUL2014:16:38:46.886000,0.016591,0.008546
9564,1,0.0628,0.08372,0,0.09039,5-,0.0359,9803.03,132900,0.17681,0.19935,213,31,870516.49,0,0,0,1,38354.5,0,0.8478,0,251922.38,0,0,0,04MAR2016:12:08:21.482000,0.006348,0.007157
2278,1,0.03349,0.12523,0.07176,0.14323,7,0.1443,3450.87,87450,0.16203,0.22012,168,21,6450000,0,0,0,1,31684.62,0,0.9365,0,499180.9,87450,61215,0,26MAY2014:15:01:15.451000,0.023381,0.031763
2455,1,0.05697,0.00411,0,0.05612,5-,0.0359,0,0,0,0,174,21,4340000,0,0,0,0,7027.39,7027.39,0.9901,0.9901,707253.95,0,0,0,20NOV2015:11:57:49.635000,0,0
400,1,0.03589,0.09471,0.05423,0.06242,7+,0.1101,1762.04,42700,0.04432,0.05752,197,21,12800000,0,0,0,1,55709.51,21563.5,0.625,0.495,500000,42700,23485,0,16JUL2013:15:44:27.790000,0.004879,0.006333
4430,1,0.02904,0.18633,0.02807,0.13056,6+,0.0473,6678.03,145000,0.04323,0.04835,192,0,7000000,0,0,0,1,85125,85125,0.6662,0.6662,255000,255000,188750,0,08JAN2010:08:42:09.689000,0.002045,0.002287
3154,1,0.0029,0.09471,0.01079,0.03892,6+,0.0473,0,0,0,0,291,31,0,0,0,0,0,105465.21,0,0.5689,0,890000,0,0,0,11JUN2014:17:07:48.948000,0,0
9831,1,0.03734,0.09858,0.02741,0.05742,7+,0.1101,3719.04,90900,0.0323,0.04061,251,31,3800000,0,0,0,1,110771.92,0,0.6515,0,317895.31,90900,63630,0,19APR2011:15:00:58.280000,0.003556,0.004471
9378,1,0.01186,0.29782,0.12899,0.16384,6-,0.0834,6873.91,208460,0.12757,0.17391,213,21,3000000,0,0,0,1,73709.57,0,0.854,0,504841.76,208460,144122.4,0,22SEP2014:16:54:38.904000,0.010639,0.014504
8218,1,0.06262,0.1127,0.12852,0.02027,4-,0.0174,27837.22,2767729,0.0061,0.0061,201,21,118226000,0,0,0,1,2343931.49,2343931.49,0.9516,0.9516,48476352.14,2767729,1799023.85,0,08MAY2012:13:05:15.879000,0.000106,0.000106
9896,1,0.00311,0.07598,0.01607,0.03344,6+,0.0473,5266.79,119000,0.02468,0.03391,214,0,2500000,0,0,0,1,109813.3,0,0.6497,0,313475.56,119000,83647.2,0,19SEP2011:11:01:04.103000,0.001167,0.001604
2574,1,0.02016,0.03599,0.06213,0.05049,5,0.0276,16697.82,423110,0.04987,0.05339,245,21,5000000,0,0,0,1,166248.06,0,0.6541,0,480637.37,423110,275021.5,0,28SEP2016:15:59:25.977000,0.001376,0.001474
2578,1,0.02754,0.0061,0,0.05061,4,0.0144,0,0,0,0,193,21,136777610.65,0,0,0,0,3207432.3,3207432.3,0.0899,0.0899,4900000,0,0,0,28OCT2016:14:39:48.761000,0,0
7000,1,0.01369,0.09436,0,0.01433,4+,0.012,7459.5,330000,0.16575,0.2019,211,21,3000000,0,0,0,1,85249.18,0,0.8045,0,436048.78,0,0,0,31OCT2016:15:41:22.180000,0.001989,0.002423
1341,1,0.04558,0.18058,0.0254,0.02333,5+,0.0217,0,0,0,0,253,11,130000000,0,0,0,1,168125.42,168125.42,0.5724,0.5724,750000,50859.24,22886.66,0,03MAR2010:16:07:39.872000,0,0
9995,1,0.02629,0.12348,0.04509,0.06714,7,0.1443,39229.46,743500,0.03373,0.03941,231,0,1750000,1,0,0,1,118960,0,0.84,0,743500,743500,483275,0,05JUL2012:12:35:05.759000,0.004867,0.005687
5613,1,0.04202,0.04516,0.034,0.10795,5-,0.0359,3384,77010,0.05217,0.05611,187,1,3000000,0,0,0,1,116476.09,0,0.7007,0,389162.62,77010,53907,0,25OCT2012:10:04:33.909000,0.001873,0.002014
5762,1,0.05067,0.04194,0.07287,0.11297,6,0.0628,1028.66,52400,0.09452,0.1482,266,1,-2,0,0,0,1,180094.65,0,0.7282,0,662485.08,65500,49125,0,07FEB2014:13:46:43.192000,0.005936,0.009307
1221,1,0.08015,0.1706,0.02449,0.04983,6-,0.0834,5703.38,146813,0.04712,0.05406,174,11,4200000,0,0,0,1,495166.27,0,0.5589,0,1122666.04,146813,106369.1,0,25JAN2013:14:46:20.820000,0.00393,0.004509
1164,1,0.07341,0.20671,0.01339,0.06057,7+,0.1101,2397,85000,0.0386,0.04712,256,11,300000,0,0,0,1,87474.95,87474.95,0.7545,0.7545,356335.8,85000,63750,0,29JUN2012:11:10:05.679000,0.00425,0.005188
1078,1,0.05976,0.11155,0.02314,0.02329,5+,0.0217,0,0,0,0,222,11,3400000,0,0,0,0,152668.35,79006.45,0.8863,0.9411,2000000,0,0,0,25OCT2011:16:00:26.584000,0,0
10533,1,0.02953,0.02355,0,0.0266,5,0.0276,0,0,0,0,272,31,9000000,0,0,0,0,117406.16,0,0.708,0,770000,0,0,0,16NOV2016:13:49:19.469000,0,0
9341,1,0.04732,0.25204,0.08979,0.14377,7,0.1443,0,0,0,0,213,31,1600000,0,0,0,0,166523.26,0,0.5666,0,600000,0,0,0,06JUN2014:13:50:30.436000,0,0
9627,1,0.0628,0.04396,0.02592,0.05479,6+,0.0473,3655.78,105000,0.19124,0.2126,213,0,0,0,0,0,1,222676.98,200040.81,0.7191,0.5957,792798.2,105000,78750,0,18AUG2016:09:46:10.397000,0.009046,0.010056
8727,1,0.03258,0.06862,0,0.02141,4-,0.0174,1640.55,56464.08,0.15363,0.20475,225,21,3750000,0,0,0,1,298900.93,58789.98,0.5659,0.5347,688614.84,56464.08,28232.04,0,27JUN2016:15:44:56.634000,0.002673,0.003563
2651,1,0.01129,0.03341,0.03366,0.02529,5,0.0276,0,0,0,0,269,31,10000000,0,0,0,1,0,82791.74,1.0917,0.882,750000,277740,194418,0,05MAY2010:13:39:13.023000,0,0
1846,1,0.01913,0.09334,0.09265,0.10573,6,0.0628,2784.36,69000,0.03658,0.04728,223,21,350000,0,0,0,1,91402.41,91402.41,0.6749,0.6749,281191.41,69000,48300,0,25JAN2011:18:05:25.747000,0.002297,0.002969
9076,1,0.03687,0.16213,0.09278,0.11611,6,0.0628,3605.02,140550,0.03197,0.04115,241,31,1500000,0,0,0,1,102202.91,0,0.8619,0,739807.41,140550,105412.5,0,01MAR2012:11:31:44.569000,0.002008,0.002584
9269,1,0.02069,0.23678,0.06487,0.13561,6,0.0628,0,0,0,0,241,21,20000000,0,0,0,0,115187.82,0,0.7508,0,1200000,0,0,0,04DEC2013:13:50:48.700000,0,0
3686,1,0.04254,0.09471,0.11357,0.0514,6-,0.0834,15711.67,274739.99,0.02707,0.04107,253,41,-2,0,0,0,1,195708.9,89290.49,0.5015,0.675,392581.62,274739.99,206054.99,0,04JUL2011:09:54:18.111000,0.002257,0.003426
3959,1,0.01685,0.12523,0.08231,0.06579,7,0.1443,8205.02,193060,0.0364,0.04528,232,41,2000000,0,0,0,1,18528.51,0,0.9458,0,341816.23,193060,140317,0,18OCT2013:14:23:09.547000,0.005252,0.006535
741,1,0.01038,0.01279,0.01724,0.01305,4+,0.012,0,0,0,0,288,31,0,0,0,0,0,315320.79,315320.79,0.8806,0.8806,3500000,0,0,0,13APR2016:14:47:40.698000,0,0
6683,1,0.00361,0.25204,0.11275,0.04615,6,0.0628,0,0,0,0,168,11,330000,0,0,0,0,44698.62,0,0.8751,0,575000,0,0,0,30APR2014:14:23:34.787000,0,0
1767,1,0.01201,0.07961,0.11521,0.10431,6-,0.0834,8080.6,140496.18,0.04524,0.05236,187,21,560000,0,0,0,1,44739.01,0,0.8371,0,274689.14,140496.18,80500,0,28APR2010:14:49:06.737000,0.003773,0.004367
9325,1,0.04102,0.20304,0.09151,0.1455,7+,0.1101,7444.09,199000,0.13819,0.18876,213,21,1200000,0,0,0,1,74024.47,51234.44,0.8491,0.8734,490508.71,199000,142198,0,28MAR2014:09:47:52.094000,0.015214,0.020782
1190,1,0.02785,0.21775,0.03763,0.03075,5-,0.0359,8240.51,252575,0.02023,0.03012,211,11,5000000,0,0,0,1,100533.5,100533.5,0.732,0.732,375074.77,252575,202060,0,24OCT2012:09:13:04.976000,0.000726,0.001081
9837,1,0.0569,0.05244,0.01272,0.04376,6,0.0628,0,0,0,0,174,21,4703337.34,0,0,0,0,47545.15,0,0.7979,0,235269.17,0,0,0,26APR2011:10:50:54.537000,0,0
4460,1,0.00421,0.11663,0.0254,0.06717,4-,0.0174,89.19,2677.67,0.10523,0.10986,225,0,37025063.76,0,0,0,1,267280.61,171631.97,0.0525,0.0025,282086.28,2677.67,267.77,0,17SEP2010:13:47:33.730000,0.001831,0.001912
3910,1,0.08188,0.09471,0.14119,0.05698,7+,0.1101,27.09,76500,0.03909,0.04883,269,41,6000000,0,0,0,1,160096.47,160096.47,0.7297,0.7103,592391.51,76500,63750,0,03JUL2013:15:08:51.257000,0.004304,0.005377
4526,1,0.00681,0.11894,0.00924,0.07604,4-,0.0174,0,0,0,0,206,0,3000000,0,0,0,0,220495.18,121781.19,0.6081,0.6462,1000000,0,0,0,03MAY2011:10:35:37.868000,0,0
10207,1,0.01973,0.09471,0.01622,0.04656,6,0.0628,5643.88,165500,0.18098,0.20611,220,21,10745000,0,0,0,1,135829.26,75872.29,0.7653,0.7932,578699.74,165500,124125,0,26MAR2014:08:44:48.620000,0.011365,0.012944
261,1,0.03256,0.04187,0.06372,0.04411,6,0.0628,0,0,0,0,185,21,5500000,0,0,0,0,100175.24,11000,0.7932,0.9628,1000000,0,0,0,19APR2012:14:31:27.689000,0,0
5980,1,0.04901,0.00801,0.01151,0.04458,3+,0.0069,0,0,0,0,266,1,3500000,0,0,0,1,15502.27,0,0.9784,0,925000,75000,0,0,11NOV2015:09:09:53.510000,0,0
6457,1,0.0189,0.2505,0.13747,0.04233,6,0.0628,7226.21,220000,0.03876,0.04742,168,1,850000,0,0,0,1,117918.95,0,0.7743,0,522501.36,198000,159500,0,08JUN2012:10:22:42.188000,0.002434,0.002978
1518,1,0.13661,0.07581,0,0.04046,6,0.0628,28684.98,408480,0.07189,0.12512,197,11,300000,0,0,0,1,270018.77,555103,0.7412,0.3319,1043155.03,0,0,0,10AUG2015:11:29:14.966000,0.004515,0.007858
9650,1,0.02953,0.12576,0,0.115,5,0.0276,0,0,0,0,213,31,9000000,0,0,0,0,117406.16,0,0.708,0,770000,0,0,0,16NOV2016:13:49:19.469000,0,0
3512,1,0.00253,0.01166,0.00405,0.0063,2,0.0048,2980.18,104300,0.04214,0.05236,220,31,2200000,0,0,0,1,15016.33,0,0.9548,0,380218.64,104300,111750,0,24FEB2017:11:10:04.774000,0.000202,0.000251
8676,1,0.03994,0.0397,0,0.02166,4-,0.0174,3929.61,92970,0.20093,0.23413,225,21,30000000,0,0,0,1,990225.12,990225.12,0.1047,0.1047,1106001.54,0,0,0,16FEB2016:08:19:05.852000,0.003496,0.004074
3581,1,0.01964,0.04187,0.13057,0.03825,6+,0.0473,24336.38,381225,0.04819,0.04912,211,41,275046,0,0,0,1,242127.83,257991.22,0.61,0.5836,620890.7,381225,180618.75,0,22SEP2010:15:38:22.825000,0.00228,0.002324
4386,1,0.08258,0.09471,0,0.07844,7-,0.1872,0,0,0,0,285,41,0,0,0,0,0,515981.83,406763.35,0.0685,0.0804,1000000,0,0,0,10FEB2017:10:30:54.034000,0,0
8469,1,0.09994,0.31308,0.13648,0.06089,7+,0.1101,4258.71,83000,0.19744,0.22328,225,21,1300000,0,0,0,1,0,0,1,1.1701,293913.34,83000,62250,0,19JUN2014:16:07:44.900000,0.021738,0.024584
9189,1,0.00559,0.12018,0.04672,0.06797,4-,0.0174,3663.21,50000,0.04374,0.05409,241,31,1600000,0,0,0,1,139383.63,0,0.7178,0,493868.43,50000,33936.33,0,14MAR2013:12:35:47.249000,0.000761,0.000941
3372,1,0.04763,0.00641,0.00686,0.02178,5+,0.0217,6832.6,150000,0.21587,0.26868,218,31,0,0,0,0,1,214071.93,64071.93,0.8412,0.9525,1348326.78,0,0,0,08FEB2016:16:17:14.213000,0.004684,0.00583
1421,1,0.07438,0.23678,0.06459,0.05599,7+,0.1101,1098.98,29500,0.16634,0.22403,250,11,-2,0,0,0,1,80539.64,10915,0.8923,0.63,747664.93,29500,20650,0,28AUG2014:12:20:30.782000,0.018314,0.024665
10557,1,0.03604,0.0034,0.01873,0.01946,4-,0.0174,14148.56,580000,0.1137,0.1332,169,21,40886737.46,0,0,0,1,108398.34,203000,0.8451,0.7098,699623.89,580000,377000,0,27JAN2017:10:33:20.472000,0.001978,0.002318
3243,1,0.04353,0.12523,0.05444,0.07659,7-,0.1872,17347.6,349489,0.16317,0.18747,202,31,6000000,0,0,0,1,348989.41,348989.41,0.7106,0.7106,1250000,349489,227168.37,0,13FEB2015:08:39:27.991000,0.030546,0.035095
4484,1,0.00242,0.1816,0.01542,0.09855,5-,0.0359,4669.01,146000,0.05895,0.07115,222,0,4080000,0,0,0,1,154029.56,146000,0.6739,0,472292.12,146000,0,0,09DEC2010:14:07:43.369000,0.002116,0.002554
3547,1,0.08104,0.05642,0.12167,0.03892,6+,0.0473,6678.03,145000,0.04323,0.04835,192,41,7000000,0,0,0,1,85125,85125,0.6662,0.6662,255000,255000,188750,0,08JAN2010:08:42:09.689000,0.002045,0.002287
10574,1,0.0218,0.00958,0.01607,0.01579,4,0.0144,0,0,0,0,197,21,3980000,0,0,0,0,122107.93,79781.75,0.9012,0.8733,1236015.66,0,0,0,01MAR2017:09:15:05.188000,0,0
592,1,0.00476,0.12523,0.01313,0.05151,6-,0.0834,4082.71,81900,0.15217,0.1836,274,31,-2,0,0,0,1,50952.96,50952.96,0.8442,0.8442,470000,81900,61425,0,10FEB2015:10:26:31.885000,0.012691,0.015313
1268,1,0.05171,0.20392,0.08713,0.0568,7+,0.1101,328.43,47386.8,0.0313,0.0393,205,11,12000000,0,0,0,1,538739.22,54725.79,0.8289,0.9225,3148089.75,47386.8,0,0,12JUN2013:11:47:41.188000,0.003446,0.004327
8377,1,0.01392,0.25204,0.1113,0.04432,6,0.0628,0,0,0,0,201,21,-1,0,0,0,0,0,0,0,0,950000,0,0,0,12DEC2013:10:13:44.933000,0,0
7390,1,0.06382,0.11583,0.15595,0.10702,6+,0.0473,10852.47,154663.87,0.07939,0.07864,196,11,20000000,0,0,0,1,150879.88,0,0.5429,0,330102.21,154663.87,92798.32,0,07DEC2012:15:18:28.010000,0.003755,0.00372
2190,1,0.01158,0.12523,0.11296,0.14181,7+,0.1101,9303.3,141700,0.04324,0.05173,215,21,-2,0,0,0,1,92469.03,0,0.8192,0,511304.91,141700,99190,0,14OCT2013:08:00:12.934000,0.004761,0.005696
10097,1,0.0258,0.05244,0.02807,0.03625,6+,0.0473,2948.11,72000,0.02706,0.03763,226,21,1050000,0,0,0,1,203389.17,0,0.7753,0,905305.11,72000,59625,0,28MAY2013:11:59:05.214000,0.00128,0.00178
6718,1,0.05171,0.2673,0.15337,0.07912,7-,0.1872,10815.48,185000,0.18912,0.22551,168,11,1000000,0,0,0,1,53249.72,0,0.8051,0,273240.4,185000,129500,0,04AUG2014:09:44:46.178000,0.035403,0.042216
5282,1,0.00607,0.03991,0,0.02677,4+,0.012,20131.7,520000,0.0061,0.0061,251,0,0,0,0,0,1,92829.95,0,0.9102,0,1033585.97,0,0,0,27FEB2017:15:53:25.447000,0.000073,0.000073
8072,1,0.05627,0.15434,0.13707,0.04036,6,0.0628,0,0,0,0,201,21,4500000,0,0,0,0,0,0,1,1,187528.82,0,0,0,02MAY2011:10:00:41.936000,0,0
2908,1,0.01154,0.09471,0.04693,0.05152,6-,0.0834,0,0,0,0,134,31,2023000000,0,0,0,1,1179916.39,1055317.81,0.2314,0.0334,1535222.24,66400,36520,0,12FEB2010:10:54:16.213000,0,0
5351,1,0.05847,0.0704,0.0793,0.11416,7+,0.1101,16042.34,273165,0.03485,0.04175,187,1,20000000,1,10905.86,1,1,30048.15,30048.15,0.9163,0.89,359008.3,273165,191215.5,0,11NOV2010:11:34:44.821000,0.003837,0.004597
7275,1,0.03968,0.21232,0.10858,0.12147,7+,0.1101,4333.13,130700.2,0.04492,0.05663,196,11,8841496,0,0,0,1,399912.73,208674.1,0.7314,0.8304,1488750.15,130700.2,84955.13,0,24NOV2011:11:46:11.075000,0.004946,0.006235
2792,1,0.06473,0.0704,0.04657,0.06211,7+,0.1101,7000.21,167583,0.04273,0.05389,271,31,3586108.26,0,0,0,1,61833.81,61833.81,0.9199,0.9199,771990.32,167583,96600,0,14JUN2011:08:41:59.921000,0.004704,0.005934
10595,0,0.05384,0.03341,0.08713,0.05494,7+,0.1101,0,0,0,0,229,21,60000000,0,0,0,0,0,0,0,0,500000,0,0,0,05MAY2010:13:23:57.044000,0,0
10473,1,0.0097,0.01143,0,0.01055,3-,0.0101,1868.19,50000,0.2051,0.23717,208,21,0,0,0,0,1,228188.23,158695.03,0.4291,0.1242,500000,50000,25000,0,26APR2016:16:03:55.005000,0.002072,0.002395
8673,1,0.04686,0.0237,0,0.00989,3,0.0084,12127.32,278970,0.00616,0.0063,225,0,2087135.5,0,0,0,1,88428.39,0,0.8708,0,684206.91,278970,263176,0,10FEB2016:16:05:38.378000,0.000052,0.000053
8731,1,0.0564,0.04021,0,0.01902,4-,0.0174,2841.84,88970,0.14203,0.15863,225,31,90000000,0,0,0,1,25356.45,0,0.715,0,88970,88970,46709.25,0,05JUL2016:10:29:55.612000,0.002471,0.00276
7266,1,0.06031,0.12964,0.09944,0.09614,6,0.0628,0,63345,0.05052,0.03869,196,41,19370000,0,0,0,1,0,0,1,1.5497,215960.22,63345,0,0,09NOV2011:13:43:01.615000,0.003172,0.00243
7418,0,0.05275,0.14825,0.07271,0.09328,6,0.0628,42950.61,695000,0.01468,0.02762,170,11,13028000,0,0,0,1,3693729.05,312750,0.6915,0.55,11971725.82,695000,382250,0,02MAY2013:09:04:07.451000,0.000922,0.001735
9159,1,0.12129,0.13537,0.10205,0.12769,7-,0.1872,2051.29,51500,0.05679,0.06363,241,21,35000000,0,0,0,1,179877.06,0,0.7086,0,617386.54,51500,13650,0,11DEC2012:16:16:31.614000,0.010632,0.011912
3403,1,0.0628,0.12523,0,0.09339,7-,0.1872,22014.03,314223.5,0.12611,0.1196,264,31,0,0,0,0,1,0,0,1.0187,1.0187,547056.17,314223.5,207200,0,02MAY2016:11:22:14.887000,0.023608,0.022389
4693,1,0.02419,0.14436,0.0226,0.08281,6,0.0628,1739.9,32500,0.03724,0.04884,208,0,450000,0,0,0,1,25692.53,0,0.8795,0,213134.56,32500,22750,0,30MAY2012:12:59:01.878000,0.002338,0.003067
10453,1,0.01199,0.01374,0.01151,0.01251,3-,0.0101,3102.08,90300,0.15406,0.19958,271,21,16000000,0,0,0,1,234217.92,112992.65,0.8659,0.7097,1747193.51,90300,63210,0,14MAR2016:11:57:57.607000,0.001556,0.002016
794,1,0.01571,0.01649,0.01194,0.01502,4+,0.012,9310.79,205000,0.12117,0.16192,260,31,2933500,0,0,0,1,94968.25,0,0.7433,0,370026.75,205000,153750,0,04AUG2016:15:16:37.741000,0.001454,0.001943
402,1,0.01621,0.05244,0.01607,0.02958,5-,0.0359,3090.05,255200,0.05922,0.05257,249,31,850000,0,0,0,1,293807.91,0,0.7468,0,1160298.59,255200,191400,0,02AUG2013:12:24:07.169000,0.002126,0.001887
2642,1,0.00893,0.02064,0.05252,0.0488,4+,0.012,3249.73,101000,0.11522,0.16829,220,21,750000,0,0,0,1,104695.39,0,0.8352,0,635322.12,101000,75750,0,30MAR2017:17:02:07.789000,0.001383,0.002019
8221,1,0.02077,0.12005,0.06052,0.02265,5+,0.0217,0,0,0,0,201,31,800000,0,0,0,0,309096.75,240209.71,0.6101,0.6462,1250000,0,0,0,30MAY2012:14:00:18.957000,0,0
6654,1,0.01416,0.2673,0.14105,0.05422,7+,0.1101,1418.54,65152.5,0.11454,0.13316,168,11,0,0,0,0,1,61330.77,61330.77,0.8287,0.8166,357929.63,65152.5,52000,0,27FEB2014:15:48:01.562000,0.012611,0.014661
3206,0,0.0508,0.09471,0.03422,0.06273,7+,0.1101,0,0,0,0,231,31,10000000,0,0,0,0,87436.31,87436.31,0.6997,0.6997,406000,0,0,0,23OCT2014:10:18:48.928000,0,0
7998,1,0.03699,0.12257,0.07761,0.02759,5,0.0276,4148.42,116620,0.03955,0.04901,201,21,0,0,0,0,1,0,0,1.6497,1.4138,410986.42,116620,81600,0,24SEP2010:10:35:37.429000,0.001092,0.001353
637,1,0.02088,0.03164,0.02449,0.0258,5,0.0276,822.1,26000,0.04009,0.05211,238,21,71762181,0,0,0,1,3346866.3,1365200.46,0.5541,0.537,7505617.07,26000,18200,0,16MAR2010:14:26:52.222000,0.001106,0.001438
5289,1,0.06712,0.03022,0.01924,0.05396,6+,0.0473,0,0,0,0,0,0,10000000,0,0,0,0,497357.65,497357.65,0.6005,0.6005,1244813.01,0,0,0,16MAR2017:15:56:05.418000,0,0
5265,1,0.01027,0.03359,0.00924,0.03694,3-,0.0101,0,0,0,0,174,0,17000000,0,0,0,0,141864.93,141864.93,0.8956,0.8956,2480000,0,0,0,07FEB2017:09:17:31.692000,0,0
924,1,0.02989,0.0902,0.01573,0.0232,5+,0.0217,2427.21,80235,0.07759,0.08637,126,11,9563640.46,0,0,0,1,994868.18,839040.43,0.5207,0.5321,2075693.2,80235,0,0,18AUG2010:16:34:22.790000,0.001684,0.001874
7409,1,0.07415,0.13349,0.11558,0.10688,5-,0.0359,3874.54,140000,0.0112,0.01305,196,41,3000000,0,0,0,1,7092.5,0,0.9493,0,750000,140000,147675,0,26FEB2013:09:35:05.952000,0.000402,0.000468
6590,1,0.04102,0.2673,0.17311,0.08425,7-,0.1872,15091.85,235000,0.02608,0.03637,168,11,6400000,0,0,0,1,59461.84,59461.84,0.9319,0.9319,873373.79,235000,0,0,12SEP2013:09:20:34.447000,0.004883,0.006809
3950,1,0.06297,0.12523,0.05795,0.06176,7+,0.1101,3103.36,87500,0.03105,0.04017,189,41,750000,0,0,0,1,51950.58,0,0.8067,0,271297.11,87500,65625,0,05SEP2013:10:28:14.446000,0.003418,0.004423
4810,1,0.04634,0.16486,0.03889,0.10523,7+,0.1101,0,0,0,0,226,0,4000000,0,0,0,0,53501.46,0,0.7398,0,405645.65,0,0,0,25JUL2013:11:33:18.165000,0,0
7331,1,0.05365,0.18098,0.13076,0.12081,7+,0.1101,387.4,10500,0.03878,0.04342,196,11,2200000,0,0,0,1,32429.12,0,0.8713,0,252007.08,10500,7350,0,30APR2012:14:45:47.458000,0.00427,0.00478
2846,1,0.02906,0.04194,0.06372,0.04284,6,0.0628,2176.56,53000,0.02564,0.03313,251,31,4500000,0,0,0,1,0,0,1,1.0533,147367.87,53000,47250,0,25OCT2011:15:07:27.677000,0.00161,0.002081
728,1,0.02528,0.01497,0,0.02023,4-,0.0174,2774.24,42000,0.19696,0.21787,285,31,3500000,0,0,0,1,80595.24,17260.97,0.8517,0.6829,543558,42000,21000,0,16FEB2016:10:38:51.221000,0.003427,0.003791
8234,1,0.03348,0.17549,0.10517,0.02882,5,0.0276,0,0,0,0,201,31,720000,0,0,0,0,26210.4,0,0.8615,0,400000,0,0,0,11JUL2012:11:12:36.875000,0,0
1276,1,0.07325,0.19451,0.03854,0.05387,6-,0.0834,7702.17,174650,0.04244,0.04776,189,11,0,0,0,0,1,106630.23,106630.23,0.8704,0.863,823058.18,174650,113522.5,0,21JUN2013:12:56:45.372000,0.00354,0.003983
8815,1,0.02412,0.028,0.02966,0.00836,3+,0.0069,0,0,0,0,225,31,5551807.77,0,0,0,0,72865.96,0,0.9043,0,1350000,0,0,0,01MAR2017:13:48:56.232000,0,0
8256,1,0.04284,0.14935,0.08482,0.02728,5,0.0276,758.83,36500,0.03439,0.04401,201,21,2750000,0,0,0,1,7877.6,7877.6,0.9735,0.9652,296855.34,36500,27375,0,18OCT2012:09:34:21.044000,0.000949,0.001215
6003,1,0.05355,0.00866,0,0.08329,2,0.0048,1755.02,73000,0.08952,0.10616,266,1,5660000,0,0,0,1,61549.53,0,0.84,0,384586.46,73000,61620,0,22DEC2015:09:05:17.707000,0.00043,0.00051
3850,1,0.07332,0.08888,0.1036,0.04412,6,0.0628,7692.17,235000,0.02072,0.03063,197,41,2000000,0,0,0,1,0,0,1.0563,1.1534,441264.38,235000,188000,0,12NOV2012:14:37:05.105000,0.001301,0.001924
9573,1,0.03051,0.08976,0.0797,0.08034,6-,0.0834,416.46,15100,0.12054,0.09794,213,31,6050000,0,0,0,1,0,0,1,1,334976.39,0,0,0,15MAR2016:13:30:33.060000,0.010053,0.008168
2763,1,0.00428,0.07985,0.0536,0.04506,6,0.0628,899.89,25000,0.01624,0.02142,220,31,290000,0,0,0,1,70860.2,0,0.9629,1.1214,1909888.81,25000,24000,0,06APR2011:18:00:55.315000,0.00102,0.001345
1758,1,0.07663,0.03841,0.02964,0.0289,5-,0.0359,802.85,44000,0.12966,0.17854,203,11,18000000,0,0,0,1,1076096.96,404481.92,0.7452,0.7694,5000000,44000,30800,0,28MAR2017:13:58:59.873000,0.004655,0.00641
6790,1,0.0628,0.23678,0,0.07844,7-,0.1872,0,0,0,0,168,11,0,0,0,0,0,212283.84,212283.84,0.815,0.815,1300000,0,0,0,15APR2015:16:33:49.847000,0,0
7114,1,0.05968,0.10057,0.14269,0.09639,6+,0.0473,0,0,0,0,196,21,112000000,0,0,0,0,349043.08,349043.08,0,0,449000,0,0,0,24SEP2010:06:45:52.572000,0,0
10375,1,0.01204,0.00505,0,0.00862,3+,0.0069,0,0,0,0,213,21,192743000,0,0,0,0,54621.94,0,0,0,1500000,0,0,0,15SEP2015:15:33:08.781000,0,0
