iter	Passed	Remaining
1666	103404	206746
1667	103460	206672
1668	103543	206652
1669	103618	206616
1670	103678	206549
1671	103737	206482
1672	103798	206418
1673	103862	206359
1674	103926	206300
1675	104001	206265
1676	104074	206224
1677	104140	206170
1678	104203	206111
1679	104267	206051
1680	104324	205980
1681	104379	205904
1682	104441	205841
1683	104496	205766
1684	104551	205690
1685	104606	205614
1686	104663	205541
1687	104721	205473
1688	104781	205407
1689	104842	205342
1690	104902	205275
1691	104960	205207
1692	105021	205142
1693	105079	205072
1694	105194	205112
1695	105258	205054
1696	105311	204976
1697	105370	204906
1698	105425	204831
1699	105486	204767
1700	105548	204704
1701	105602	204628
1702	105660	204558
1703	105740	204531
1704	105798	204460
1705	105852	204383
1706	105908	204309
1707	105969	204244
1708	106025	204171
1709	106078	204093
1710	106134	204018
1711	106196	203956
1712	106252	203882
1713	106307	203808
1714	106364	203736
1715	106425	203672
1716	106485	203605
1717	106544	203538
1718	106611	203485
1719	106676	203430
1720	106739	203368
1721	106802	203309
1722	106866	203251
1723	106935	203202
1724	107000	203146
1725	107060	203080
1726	107116	203005
1727	107173	202935
1728	107329	203050
1729	107390	202987
1730	107447	202915
1731	107504	202843
1732	107564	202777
1733	107620	202704
1734	107677	202631
1735	107733	202558
1736	107788	202483
1737	107867	202453
1738	107945	202421
1739	108010	202363
1740	108071	202300
1741	108130	202232
1742	108188	202163
1743	108244	202090
1744	108303	202021
1745	108362	201954
1746	108421	201886
1747	108485	201827
1748	108545	201762
1749	108601	201688
1750	108657	201614
1751	108714	201544
1752	108773	201476
1753	108833	201410
1754	108891	201341
1755	108952	201276
1756	109013	201213
1757	109069	201139
1758	109126	201067
1759	109199	201026
1760	109256	200954
1761	109310	200878
1762	109426	200915
1763	109491	200859
1764	109549	200789
1765	109610	200725
1766	109681	200679
1767	109743	200617
1768	109797	200540
1769	109853	200467
1770	109911	200397
1771	109973	200335
1772	110045	200290
1773	110101	200218
1774	110160	200151
1775	110220	200084
1776	110277	200013
1777	110331	199937
1778	110386	199863
1779	110444	199793
1780	110506	199731
1781	110562	199658
1782	110617	199583
1783	110674	199512
1784	110740	199457
1785	110822	199431
1786	110884	199368
1787	110952	199316
1788	111012	199251
1789	111069	199179
1790	111129	199115
1791	111186	199044
1792	111241	198969
1793	111297	198895
1794	111353	198823
1795	111409	198750
1796	111547	198824
1797	111614	198771
1798	111678	198711
1799	111732	198636
1800	111792	198569
1801	111849	198498
1802	111901	198419
1803	111960	198350
1804	112020	198285
1805	112105	198263
1806	112161	198191
1807	112218	198119
1808	112273	198045
1809	112330	197974
1810	112386	197901
1811	112442	197828
1812	112497	197755
1813	112554	197683
1814	112611	197613
1815	112669	197543
1816	112726	197473
1817	112784	197403
1818	112838	197327
1819	112893	197253
1820	112950	197182
1821	113005	197108
1822	113059	197032
1823	113113	196956
1824	113168	196882
1825	113223	196807
1826	113280	196737
1827	113335	196662
1828	113390	196588
1829	113448	196520
1830	113528	196489
1831	113629	196494
1832	113687	196426
1833	113742	196351
1834	113797	196277
1835	113853	196205
1836	113913	196139
1837	113986	196096
1838	114045	196028
1839	114104	195961
1840	114180	195924
1841	114237	195853
1842	114299	195791
1843	114356	195720
1844	114420	195661
1845	114479	195594
1846	114534	195520
1847	114592	195452
1848	114649	195381
1849	114705	195309
1850	114760	195235
1851	114819	195168
1852	114877	195098
1853	114936	195031
1854	114989	194954
1855	115045	194882
1856	115116	194836
1857	115173	194766
1858	115228	194691
1859	115285	194622
1860	115342	194551
1861	115402	194485
1862	115460	194418
1863	115519	194349
1864	115603	194324
1865	115668	194269
1866	115719	194188
1867	115775	194115
1868	115829	194041
1869	115882	193963
1870	115937	193889
1871	115988	193809
1872	116044	193737
1873	116113	193687
1874	116167	193612
1875	116223	193541
1876	116281	193471
1877	116337	193400
1878	116392	193326
1879	116448	193255
1880	116505	193184
1881	116564	193118
1882	116625	193054
1883	116688	192994
1884	116749	192930
1885	116804	192857
1886	116860	192785
1887	116915	192712
1888	116975	192646
1889	117031	192575
1890	117086	192502
1891	117141	192429
1892	117201	192364
1893	117256	192290
1894	117310	192215
1895	117366	192144
1896	117422	192072
1897	117479	192003
1898	117535	191930
1899	117588	191855
1900	117715	191899
1901	117785	191850
1902	117855	191801
1903	117913	191733
1904	117970	191663
1905	118038	191610
1906	118104	191556
1907	118166	191493
1908	118240	191452
1909	118302	191390
1910	118362	191324
1911	118420	191257
1912	118482	191194
1913	118539	191124
1914	118595	191053
1915	118650	190980
1916	118709	190912
1917	118767	190845
1918	118825	190777
1919	118886	190713
1920	118944	190645
1921	119004	190581
1922	119061	190510
1923	119116	190438
1924	119174	190370
1925	119235	190306
1926	119291	190235
1927	119345	190161
1928	119401	190089
1929	119457	190018
1930	119514	189947
1931	119568	189874
1932	119626	189806
1933	119683	189736
1934	119797	189756
1935	119907	189771
1936	119964	189700
1937	120022	189633
1938	120081	189565
1939	120135	189491
1940	120193	189424
1941	120247	189350
1942	120303	189277
1943	120370	189224
1944	120428	189157
1945	120485	189086
1946	120540	189013
1947	120596	188942
1948	120653	188873
1949	120708	188800
1950	120762	188726
1951	120818	188655
1952	120871	188579
1953	120924	188502
1954	120977	188427
1955	121031	188354
1956	121085	188279
1957	121139	188205
1958	121194	188133
1959	121254	188067
1960	121310	187996
1961	121368	187929
1962	121424	187858
1963	121481	187789
1964	121538	187720
1965	121592	187646
1966	121647	187573
1967	121704	187504
1968	121774	187454
1969	121829	187382
1970	121958	187423
1971	122014	187353
1972	122067	187276
1973	122133	187221
1974	122194	187159
1975	122251	187088
1976	122307	187017
1977	122367	186953
1978	122433	186897
1979	122492	186832
1980	122549	186762
1981	122606	186692
1982	122662	186622
1983	122719	186553
1984	122778	186487
1985	122842	186428
1986	122904	186367
1987	122964	186302
1988	123025	186239
1989	123083	186171
1990	123141	186103
1991	123200	186038
1992	123255	185965
1993	123313	185897
1994	123372	185831
1995	123439	185777
1996	123505	185722
1997	123566	185658
1998	123624	185591
1999	123681	185521
2000	123739	185455
2001	123799	185390
2002	123867	185337
2003	123960	185322
2004	124084	185353
2005	124148	185293
2006	124212	185236
2007	124278	185179
2008	124343	185122
2009	124401	185054
2010	124488	185030
2011	124547	184963
2012	124614	184909
2013	124674	184845
2014	124764	184824
2015	124818	184750
2016	124878	184685
2017	124942	184627
2018	125006	184569
2019	125071	184511
2020	125141	184461
2021	125214	184415
2022	125298	184385
2023	125367	184334
2024	125433	184279
2025	125497	184219
2026	125552	184148
2027	125610	184080
2028	125668	184012
2029	125753	183983
2030	125832	183947
2031	125894	183884
2032	125949	183813
2033	126005	183741
2034	126131	183774
2035	126199	183720
2036	126269	183670
2037	126358	183648
2038	126426	183593
2039	126486	183529
2040	126541	183457
2041	126615	183412
2042	126679	183353
2043	126737	183286
2044	126798	183222
2045	126871	183176
2046	126939	183123
2047	127002	183062
2048	127063	182998
2049	127124	182934
2050	127182	182867
2051	127240	182799
2052	127303	182739
2053	127375	182691
2054	127441	182635
2055	127508	182580
2056	127574	182523
2057	127639	182465
2058	127702	182404
2059	127760	182337
2060	127821	182273
2061	127885	182214
2062	127939	182141
2063	127994	182069
2064	128050	181999
2065	128108	181931
2066	128233	181958
2067	128296	181898
2068	128361	181840
2069	128422	181777
2070	128492	181725
2071	128551	181659
2072	128610	181592
2073	128680	181541
2074	128749	181490
2075	128809	181424
2076	128875	181369
2077	128941	181312
2078	129014	181265
2079	129072	181198
2080	129131	181131
2081	129188	181062
2082	129244	180992
2083	129307	180931
2084	129382	180886
2085	129448	180830
2086	129510	180768
2087	129573	180707
2088	129641	180654
2089	129704	180593
2090	129769	180534
2091	129825	180464
2092	129882	180395
2093	129939	180326
2094	129993	180253
2095	130049	180182
2096	130113	180124
2097	130181	180069
2098	130282	180061
2099	130385	180056
2100	130443	179988
2101	130502	179921
2102	130561	179855
2103	130620	179789
2104	130676	179719
2105	130731	179647
2106	130806	179602
2107	130864	179534
2108	130922	179466
2109	130976	179394
2110	131035	179328
2111	131093	179260
2112	131150	179190
2113	131211	179127
2114	131267	179058
2115	131325	178989
2116	131381	178919
2117	131437	178848
2118	131495	178782
2119	131576	178745
2120	131631	178673
2121	131685	178600
2122	131739	178527
2123	131793	178455
2124	131847	178382
2125	131904	178313
2126	131970	178256
2127	132040	178204
2128	132112	178155
2129	132166	178083
2130	132222	178013
2131	132280	177945
2132	132367	177917
2133	132477	177919
2134	132536	177853
2135	132591	177781
2136	132647	177711
2137	132708	177647
2138	132776	177594
2139	132846	177542
2140	132921	177497
2141	132987	177440
2142	133055	177386
2143	133122	177331
2144	133190	177277
2145	133248	177208
2146	133304	177139
2147	133361	177070
2148	133420	177004
2149	133477	176934
2150	133532	176863
2151	133596	176804
2152	133651	176732
2153	133709	176664
2154	133764	176594
2155	133824	176529
2156	133881	176460
2157	133939	176392
2158	133996	176324
2159	134057	176260
2160	134111	176188
2161	134166	176116
2162	134221	176045
2163	134277	175975
2164	134335	175908
2165	134395	175843
2166	134526	175870
2167	134590	175812
2168	134646	175741
2169	134703	175672
2170	134761	175606
2171	134820	175539
2172	134875	175467
2173	134931	175397
2174	135021	175372
2175	135088	175316
2176	135156	175263
2177	135176	175145
2178	135235	175079
2179	135293	175012
2180	135351	174945
2181	135403	174870
2182	135465	174807
2183	135535	174756
2184	135605	174704
2185	135668	174644
2186	135730	174581
2187	135789	174515
2188	135847	174448
2189	135908	174384
2190	135964	174314
2191	136021	174246
2192	136077	174176
2193	136132	174105
2194	136185	174032
2195	136243	173964
2196	136299	173895
2197	136355	173825
2198	136411	173756
2199	136467	173686
2200	136552	173652
2201	136634	173615
2202	136689	173544
2203	136746	173476
2204	136765	173359
2205	136821	173290
2206	136877	173220
2207	136933	173150
2208	136992	173085
2209	137063	173035
2210	137121	172967
2211	137177	172897
2212	137234	172829
2213	137288	172758
2214	137342	172686
2215	137398	172616
2216	137456	172548
2217	137510	172477
2218	137565	172406
2219	137618	172332
2220	137672	172261
2221	137725	172187
2222	137780	172117
2223	137836	172047
2224	137894	171981
2225	137950	171911
2226	138006	171842
2227	138062	171773
2228	138117	171701
2229	138172	171631
2230	138227	171560
2231	138283	171491
2232	138340	171423
2233	138397	171354
2234	138452	171284
2235	138504	171210
2236	138571	171155
2237	138697	171171
2238	138752	171100
2239	138808	171031
2240	138863	170960
2241	138919	170892
2242	138975	170823
2243	139034	170757
2244	139100	170700
2245	139161	170637
2246	139216	170566
2247	139273	170498
2248	139331	170431
2249	139386	170361
2250	139439	170287
2251	139496	170220
2252	139552	170151
2253	139607	170080
2254	139662	170010
2255	139719	169942
2256	139776	169874
2257	139831	169803
2258	139885	169733
2259	139940	169662
2260	139997	169593
2261	140055	169527
2262	140111	169459
2263	140167	169389
2264	140222	169319
2265	140280	169253
2266	140333	169179
2267	140388	169110
2268	140440	169036
2269	140495	168965
2270	140549	168894
2271	140607	168827
2272	140750	168862
2273	140842	168837
2274	140896	168765
2275	140949	168693
2276	141004	168623
2277	141060	168554
2278	141113	168481
2279	141166	168409
2280	141224	168342
2281	141290	168285
2282	141343	168213
2283	141400	168144
2284	141455	168075
2285	141511	168006
2286	141563	167932
2287	141614	167857
2288	141670	167789
2289	141725	167719
2290	141779	167648
2291	141837	167581
2292	141892	167511
2293	141947	167440
2294	142002	167370
2295	142057	167301
2296	142110	167229
2297	142164	167158
2298	142220	167088
2299	142275	167018
2300	142330	166948
2301	142384	166877
2302	142440	166809
2303	142495	166739
2304	142551	166670
2305	142606	166601
2306	142664	166534
2307	142719	166464
2308	142774	166395
2309	142937	166451
2310	142993	166381
2311	143046	166310
2312	143102	166240
2313	143156	166170
2314	143210	166099
2315	143263	166027
2316	143318	165957
2317	143374	165889
2318	143441	165833
2319	143494	165760
2320	143550	165692
2321	143607	165624
2322	143662	165554
2323	143720	165488
2324	143786	165431
2325	143846	165367
2326	143903	165300
2327	143958	165230
2328	144016	165164
2329	144072	165095
2330	144126	165025
2331	144181	164954
2332	144238	164888
2333	144295	164820
2334	144350	164751
2335	144405	164681
2336	144460	164611
2337	144517	164545
2338	144571	164473
2339	144627	164405
2340	144682	164336
2341	144737	164266
2342	144789	164193
2343	144842	164121
2344	144924	164082
2345	145041	164083
2346	145097	164014
2347	145150	163943
2348	145206	163874
2349	145261	163805
2350	145315	163735
2351	145371	163666
2352	145427	163597
2353	145489	163536
2354	145542	163465
2355	145596	163394
2356	145654	163328
2357	145709	163258
2358	145762	163187
2359	145815	163115
2360	145868	163043
2361	145924	162975
2362	145981	162908
2363	146038	162841
2364	146094	162773
2365	146147	162701
2366	146200	162630
2367	146258	162564
2368	146320	162502
2369	146378	162436
2370	146433	162367
2371	146485	162295
2372	146543	162228
2373	146597	162158
2374	146650	162087
2375	146705	162017
2376	146758	161947
2377	146812	161877
2378	146869	161809
2379	146925	161741
2380	147007	161701
2381	147122	161699
2382	147177	161629
2383	147233	161561
2384	147289	161494
2385	147349	161429
2386	147403	161359
2387	147461	161294
2388	147518	161227
2389	147576	161160
2390	147631	161091
2391	147696	161033
2392	147759	160973
2393	147818	160908
2394	147872	160838
2395	147930	160772
2396	147983	160701
2397	148036	160630
2398	148089	160558
2399	148150	160496
2400	148211	160433
2401	148266	160365
2402	148322	160296
2403	148379	160230
2404	148436	160163
2405	148496	160099
2406	148549	160028
2407	148609	159964
2408	148664	159895
2409	148720	159828
2410	148777	159761
2411	148832	159692
2412	148888	159624
2413	148944	159556
2414	149000	159488
2415	149059	159424
2416	149210	159458
2417	149265	159389
2418	149320	159320
2419	149373	159249
2420	149429	159181
2421	149485	159113
2422	149540	159044
2423	149595	158976
2424	149648	158905
2425	149707	158840
2426	149770	158779
2427	149826	158712
2428	149881	158643
2429	149937	158575
2430	149994	158508
2431	150049	158440
2432	150105	158372
2433	150157	158300
2434	150213	158233
2435	150266	158162
2436	150319	158091
2437	150373	158021
2438	150426	157951
2439	150480	157880
2440	150533	157810
2441	150593	157746
2442	150646	157675
2443	150700	157606
2444	150753	157536
2445	150809	157468
2446	150865	157401
2447	150918	157330
2448	150974	157262
2449	151028	157192
2450	151085	157126
2451	151140	157057
2452	151245	157041
2453	151387	157063
2454	151443	156995
2455	151498	156926
2456	151553	156858
2457	151607	156789
2458	151662	156719
2459	151721	156655
2460	151776	156586
2461	151832	156519
2462	151885	156449
2463	151944	156384
2464	152007	156323
2465	152064	156257
2466	152119	156189
2467	152176	156123
2468	152230	156053
2469	152286	155985
2470	152341	155917
2471	152397	155849
2472	152452	155781
2473	152508	155713
2474	152564	155646
2475	152620	155578
2476	152676	155511
2477	152731	155443
2478	152786	155374
2479	152844	155310
2480	152900	155242
2481	152957	155176
2482	153014	155110
2483	153067	155039
2484	153124	154973
2485	153182	154907
2486	153237	154839
2487	153292	154770
2488	153374	154730
2489	153490	154722
2490	153542	154652
2491	153595	154581
2492	153648	154511
2493	153703	154443
2494	153757	154374
2495	153813	154306
2496	153867	154236
2497	153922	154169
2498	153985	154109
2499	154040	154040
2500	154096	153972
2501	154151	153905
2502	154204	153835
2503	154261	153768
2504	154316	153700
2505	154367	153628
2506	154422	153559
2507	154475	153489
2508	154531	153422
2509	154587	153355
2510	154643	153288
2511	154697	153219
2512	154749	153148
2513	154805	153081
2514	154860	153013
2515	154919	152949
2516	154971	152877
2517	155024	152808
2518	155082	152742
2519	155137	152674
2520	155189	152604
2521	155242	152533
2522	155297	152465
2523	155350	152396
2524	155404	152326
2525	155521	152319
2526	155602	152277
2527	155659	152211
2528	155717	152145
2529	155777	152083
2530	155832	152015
2531	155888	151948
2532	155943	151879
2533	156014	151827
2534	156082	151772
2535	156145	151712
2536	156207	151651
2537	156273	151594
2538	156332	151529
2539	156388	151462
2540	156444	151395
2541	156502	151330
2542	156559	151265
2543	156614	151197
2544	156668	151127
2545	156723	151060
2546	156780	150994
2547	156834	150925
2548	156891	150859
2549	156949	150794
2550	157004	150726
2551	157061	150661
2552	157118	150595
2553	157174	150527
2554	157228	150459
2555	157285	150393
2556	157340	150325
2557	157396	150258
2558	157451	150190
2559	157505	150122
2560	157607	150099
2561	157690	150057
2562	157744	149990
2563	157796	149919
2564	157851	149851
2565	157906	149783
2566	157963	149717
2567	158018	149650
2568	158077	149585
2569	158140	149525
2570	158195	149458
2571	158247	149387
2572	158303	149320
2573	158357	149252
2574	158413	149185
2575	158467	149117
2576	158522	149049
2577	158575	148979
2578	158630	148912
2579	158686	148845
2580	158743	148779
2581	158795	148709
2582	158850	148642
2583	158905	148574
2584	158960	148506
2585	159012	148436
2586	159065	148366
2587	159118	148297
2588	159172	148228
2589	159226	148160
2590	159277	148089
2591	159331	148020
2592	159390	147957
2593	159443	147887
2594	159500	147821
2595	159555	147754
2596	159612	147689
2597	159775	147721
2598	159859	147680
2599	159914	147613
2600	159969	147545
2601	160026	147479
2602	160078	147410
2603	160135	147344
2604	160191	147277
2605	160250	147213
2606	160317	147157
2607	160383	147099
2608	160437	147032
2609	160495	146966
2610	160552	146901
2611	160612	146838
2612	160668	146772
2613	160723	146704
2614	160782	146641
2615	160841	146577
2616	160897	146510
2617	160953	146444
2618	161008	146376
2619	161063	146309
2620	161117	146241
2621	161171	146173
2622	161227	146106
2623	161280	146037
2624	161336	145971
2625	161391	145903
2626	161447	145837
2627	161502	145769
2628	161557	145703
2629	161613	145636
2630	161671	145571
2631	161724	145502
2632	161779	145435
2633	161897	145424
2634	161987	145389
2635	162042	145322
2636	162096	145254
2637	162154	145189
2638	162208	145120
2639	162260	145051
2640	162314	144982
2641	162374	144920
2642	162443	144865
2643	162496	144796
2644	162550	144728
2645	162606	144662
2646	162663	144596
2647	162716	144527
2648	162772	144461
2649	162829	144396
2650	162882	144327
2651	162936	144259
2652	162990	144190
2653	163047	144125
2654	163103	144059
2655	163157	143991
2656	163211	143923
2657	163267	143857
2658	163322	143790
2659	163379	143724
2660	163435	143658
2661	163492	143593
2662	163548	143527
2663	163606	143462
2664	163664	143398
2665	163723	143334
2666	163779	143268
2667	163836	143202
2668	163893	143137
2669	163993	143110
2670	164115	143101
2671	164168	143033
2672	164226	142968
2673	164282	142902
2674	164339	142837
2675	164392	142768
2676	164450	142704
2677	164505	142637
2678	164564	142573
2679	164619	142506
2680	164686	142450
2681	164752	142392
2682	164813	142330
2683	164869	142264
2684	164925	142198
2685	164981	142132
2686	165037	142066
2687	165092	141999
2688	165152	141936
2689	165209	141871
2690	165264	141804
2691	165319	141737
2692	165377	141673
2693	165431	141605
2694	165485	141537
2695	165538	141469
2696	165595	141404
2697	165649	141335
2698	165700	141266
2699	165754	141198
2700	165810	141132
2701	165865	141065
2702	165920	140998
2703	165976	140932
2704	166030	140864
2705	166152	140854
2706	166232	140809
2707	166286	140741
2708	166341	140674
2709	166403	140614
2710	166456	140545
2711	166510	140478
2712	166567	140412
2713	166622	140346
2714	166684	140285
2715	166744	140222
2716	166796	140152
2717	166850	140085
2718	166905	140018
2719	166957	139949
2720	167010	139881
2721	167063	139813
2722	167120	139747
2723	167175	139680
2724	167230	139614
2725	167286	139548
2726	167341	139481
2727	167393	139412
2728	167447	139345
2729	167500	139276
2730	167554	139209
2731	167614	139146
2732	167670	139081
2733	167725	139014
2734	167780	138948
2735	167836	138881
2736	167889	138814
2737	167945	138747
2738	168001	138682
2739	168056	138616
2740	168111	138549
2741	168214	138522
2742	168384	138550
2743	168456	138497
2744	168515	138434
2745	168569	138366
2746	168625	138301
2747	168683	138236
2748	168738	138170
2749	168793	138104
2750	168849	138038
2751	168906	137972
2752	168968	137912
2753	169022	137844
2754	169077	137778
2755	169132	137711
2756	169188	137646
2757	169241	137577
2758	169295	137510
2759	169351	137444
2760	169404	137376
2761	169457	137308
2762	169509	137239
2763	169563	137171
2764	169620	137107
2765	169672	137038
2766	169730	136974
2767	169788	136910
2768	169842	136842
2769	169895	136775
2770	169948	136707
2771	170004	136641
2772	170061	136576
2773	170115	136509
2774	170170	136442
2775	170226	136377
2776	170281	136310
2777	170363	136266
2778	170498	136263
2779	170553	136197
2780	170609	136131
2781	170662	136063
2782	170717	135997
2783	170775	135933
2784	170832	135868
2785	170887	135802
2786	170953	135744
2787	171011	135680
2788	171063	135612
2789	171119	135546
2790	171173	135479
2791	171228	135412
2792	171283	135346
2793	171339	135280
2794	171397	135216
2795	171452	135150
2796	171508	135085
2797	171564	135020
2798	171623	134956
2799	171678	134890
2800	171734	134825
2801	171791	134760
2802	171848	134695
2803	171904	134629
2804	171958	134563
2805	172011	134495
2806	172071	134432
2807	172125	134365
2808	172181	134300
2809	172234	134232
2810	172292	134168
2811	172349	134104
2812	172404	134038
2813	172485	133992
2814	172635	133999
2815	172690	133933
2816	172745	133866
2817	172801	133801
2818	172859	133737
2819	172912	133669
2820	172968	133604
2821	173027	133541
2822	173088	133479
2823	173153	133421
2824	173210	133356
2825	173265	133290
2826	173319	133223
2827	173373	133156
2828	173431	133093
2829	173484	133025
2830	173542	132961
2831	173596	132894
2832	173651	132828
2833	173704	132761
2834	173757	132693
2835	173809	132624
2836	173862	132557
2837	173915	132489
2838	173970	132423
2839	174027	132358
2840	174082	132292
2841	174137	132226
2842	174193	132161
2843	174247	132095
2844	174302	132029
2845	174356	131961
2846	174412	131897
2847	174465	131829
2848	174519	131762
2849	174572	131694
2850	174774	131740
2851	174835	131678
2852	174888	131610
2853	174941	131543
2854	174997	131477
2855	175052	131411
2856	175106	131344
2857	175160	131278
2858	175216	131213
2859	175278	131152
2860	175332	131086
2861	175385	131018
2862	175440	130952
2863	175493	130885
2864	175549	130819
2865	175606	130755
2866	175660	130688
2867	175714	130621
2868	175769	130556
2869	175825	130490
2870	175883	130426
2871	175939	130361
2872	176003	130302
2873	176058	130236
2874	176112	130170
2875	176166	130103
2876	176222	130038
2877	176279	129973
2878	176336	129909
2879	176393	129845
2880	176450	129781
2881	176505	129714
2882	176559	129648
2883	176616	129584
2884	176673	129520
2885	176727	129453
2886	176839	129428
2887	176958	129410
2888	177013	129344
2889	177072	129281
2890	177127	129215
2891	177183	129150
2892	177239	129085
2893	177296	129020
2894	177351	128955
2895	177405	128888
2896	177461	128823
2897	177528	128766
2898	177591	128706
2899	177649	128642
2900	177707	128578
2901	177765	128515
2902	177821	128450
2903	177879	128386
2904	177933	128320
2905	177990	128255
2906	178047	128191
2907	178101	128125
2908	178158	128060
2909	178213	127994
2910	178269	127930
2911	178324	127864
2912	178382	127801
2913	178440	127737
2914	178497	127673
2915	178554	127608
2916	178609	127543
2917	178666	127478
2918	178724	127415
2919	178780	127350
2920	178834	127283
2921	178890	127219
2922	179043	127223
2923	179097	127156
2924	179153	127091
2925	179208	127025
2926	179262	126959
2927	179319	126895
2928	179398	126846
2929	179453	126781
2930	179508	126715
2931	179566	126651
2932	179638	126598
2933	179700	126537
2934	179753	126470
2935	179810	126406
2936	179870	126344
2937	179928	126280
2938	179981	126213
2939	180036	126148
2940	180089	126081
2941	180146	126016
2942	180199	125950
2943	180253	125883
2944	180310	125819
2945	180364	125752
2946	180419	125687
2947	180474	125621
2948	180530	125557
2949	180583	125490
2950	180634	125422
2951	180688	125355
2952	180748	125293
2953	180804	125229
2954	180862	125165
2955	180917	125099
2956	180974	125035
2957	181100	125019
2958	181200	124985
2959	181257	124920
2960	181312	124855
2961	181369	124791
2962	181425	124726
2963	181484	124663
2964	181539	124598
2965	181594	124532
2966	181656	124471
2967	181717	124410
2968	181774	124346
2969	181832	124282
2970	181890	124219
2971	181947	124155
2972	182003	124090
2973	182058	124024
2974	182117	123962
2975	182173	123897
2976	182226	123830
2977	182281	123765
2978	182337	123700
2979	182392	123634
2980	182448	123570
2981	182502	123504
2982	182560	123440
2983	182615	123375
2984	182671	123311
2985	182729	123247
2986	182783	123181
2987	182838	123115
2988	182893	123050
2989	182949	122985
2990	183007	122922
2991	183059	122855
2992	183116	122791
2993	183292	122806
2994	183383	122766
2995	183436	122699
2996	183494	122635
2997	183549	122570
2998	183599	122502
2999	183655	122436
3000	183713	122373
3001	183775	122313
3002	183840	122254
3003	183894	122188
3004	183946	122120
3005	184003	122056
3006	184058	121991
3007	184111	121925
3008	184167	121860
3009	184225	121796
3010	184279	121730
3011	184333	121665
3012	184387	121599
3013	184444	121535
3014	184498	121469
3015	184550	121402
3016	184607	121337
3017	184666	121275
3018	184720	121209
3019	184772	121142
3020	184827	121076
3021	184883	121012
3022	184937	120946
3023	184990	120880
3024	185044	120813
3025	185101	120750
3026	185157	120685
3027	185213	120621
3028	185265	120553
3029	185333	120497
3030	185474	120488
3031	185528	120422
3032	185586	120358
3033	185638	120292
3034	185695	120227
3035	185749	120162
3036	185805	120097
3037	185859	120031
3038	185916	119967
3039	185970	119901
3040	186033	119841
3041	186093	119780
3042	186148	119714
3043	186203	119650
3044	186258	119584
3045	186315	119520
3046	186369	119455
3047	186422	119388
3048	186479	119325
3049	186530	119257
3050	186584	119191
3051	186638	119125
3052	186693	119060
3053	186748	118995
3054	186804	118931
3055	186859	118866
3056	186914	118801
3057	186967	118734
3058	187022	118669
3059	187076	118604
3060	187135	118541
3061	187190	118476
3062	187249	118413
3063	187306	118350
3064	187362	118285
3065	187419	118222
3066	187603	118238
3067	187661	118175
3068	187716	118110
3069	187769	118044
3070	187824	117979
3071	187880	117914
3072	187934	117848
3073	187990	117784
3074	188054	117725
3075	188117	117664
3076	188174	117601
3077	188228	117535
3078	188284	117471
3079	188341	117407
3080	188397	117343
3081	188453	117278
3082	188509	117214
3083	188567	117151
3084	188621	117085
3085	188676	117020
3086	188734	116958
3087	188790	116893
3088	188846	116829
3089	188902	116764
3090	188960	116701
3091	189016	116637
3092	189068	116570
3093	189121	116504
3094	189177	116440
3095	189231	116374
3096	189284	116309
3097	189340	116244
3098	189396	116180
3099	189450	116114
3100	189504	116049
3101	189560	115985
3102	189788	116026
3103	189874	115980
3104	189931	115916
3105	189990	115853
3106	190073	115806
3107	190143	115750
3108	190207	115690
3109	190271	115631
3110	190351	115581
3111	190405	115515
3112	190462	115452
3113	190518	115387
3114	190576	115324
3115	190638	115263
3116	190694	115199
3117	190750	115135
3118	190808	115072
3119	190865	115008
3120	190920	114943
3121	190976	114879
3122	191033	114816
3123	191090	114752
3124	191148	114689
3125	191203	114624
3126	191267	114565
3127	191338	114509
3128	191400	114448
3129	191456	114384
3130	191516	114322
3131	191571	114257
3132	191628	114194
3133	191690	114133
3134	191749	114071
3135	191839	114027
3136	191993	114020
3137	192051	113957
3138	192108	113894
3139	192165	113830
3140	192221	113766
3141	192280	113703
3142	192338	113640
3143	192396	113577
3144	192459	113517
3145	192520	113456
3146	192584	113396
3147	192642	113333
3148	192702	113271
3149	192754	113205
3150	192811	113141
3151	192867	113077
3152	192923	113012
3153	192980	112949
3154	193037	112885
3155	193095	112822
3156	193153	112759
3157	193207	112694
3158	193265	112631
3159	193326	112569
3160	193382	112505
3161	193435	112439
3162	193490	112375
3163	193546	112310
3164	193600	112245
3165	193656	112181
3166	193709	112115
3167	193765	112051
3168	193822	111987
3169	193877	111922
3170	193930	111857
3171	194099	111857
3172	194160	111796
3173	194213	111731
3174	194268	111666
3175	194336	111608
3176	194390	111543
3177	194446	111479
3178	194503	111415
3179	194563	111353
3180	194626	111294
3181	194693	111236
3182	194755	111175
3183	194820	111115
3184	194880	111054
3185	194943	110993
3186	195007	110934
3187	195075	110877
3188	195130	110812
3189	195183	110746
3190	195241	110683
3191	195297	110619
3192	195352	110554
3193	195407	110490
3194	195463	110425
3195	195521	110363
3196	195585	110303
3197	195641	110239
3198	195698	110176
3199	195752	110110
3200	195809	110047
3201	195866	109983
3202	195922	109919
3203	195979	109856
3204	196037	109793
3205	196109	109738
3206	196281	109739
3207	196337	109674
3208	196394	109611
3209	196448	109545
3210	196502	109480
3211	196559	109417
3212	196614	109352
3213	196668	109287
3214	196728	109225
3215	196793	109166
3216	196851	109103
3217	196909	109040
3218	196968	108977
3219	197022	108913
