"Outcome","JA_SCORE","FR_SCORE","BWA_SCORE","GESAMT_SCORE","krf","PD","Ertrag_marge","start_EAD","LGD_rest_Ecosfera_avg","LGD_12_Ecosfera","bonitaetsindex","std_krediturteil","VC_umsatz","default","v_verlust_aug","verlust","A_FLAG_NEUGESCHAEFT","EIP_BLANKO","EIP_PBLANKO","EIP_BSG","EIP_PBSG","EIP_GESAMTENGA","EIP_PROTONEUENGA","EIP_PROTONEUSICHERHEITEN","EIP_EWB","V_VOTIERUNGSDATUM","SRK_LGD_rest_Ecosfera_avg","SRK_LGD_12_Ecosfera"
1,0.0749,0.02408,0,0.01785,"4",0.0144,2872.17,125000,0.15675,0.1982,275,41,125000,0,0,0,1,44350.3,7500,0.8324,0.94,264668.81,125000,93750,0,"02MAY2016:10:58:12.178000",0.002257,0.002854
1,0.12724,0.14805,0.11696,0.07904,"7-",0.1872,0,0,0,0,233,11,1500000,0,0,0,0,0,0,0,0,150000,0,0,0,"26JAN2011:11:08:55.448000",0,0
1,0.00399,0.00866,0,0.00628,"2",0.0048,1755.02,73000,0.08952,0.10616,207,11,5660000,0,0,0,1,61549.53,0,0.84,0,384586.46,73000,61620,0,"22DEC2015:09:05:17.707000",0.00043,0.00051
1,0.01327,0.09471,0.02807,0.04725,"6-",0.0834,11350.77,378234.63,0.03269,0.04366,198,31,4e+06,0,0,0,1,419132.52,419132.52,0.6551,0.6551,1215201.99,378234.63,271080.19,0,"03JUL2013:11:01:06.468000",0.002727,0.003641
1,0.04157,0.16367,0.0129,0.03599,"6+",0.0473,854.45,21569.8,0.04098,0.05349,249,11,2020000,0,0,0,1,80119.18,0,0.8045,0,409723.71,21569.8,11863.39,0,"29OCT2010:09:33:53.685000",0.001938,0.00253
1,0.04927,0.04194,0.0863,0.10073,"6",0.0628,1210.33,28500,0.04432,0.05752,187,1,12500000,0,0,0,1,41577.62,41577.62,0.8224,0.8224,234162.42,28500,15675,0,"28FEB2011:17:42:37.118000",0.002783,0.003613
1,0.0779,0.13682,0.0914,0.11248,"7",0.1443,0,0,0,0,241,21,5700000,0,0,0,1,111612.62,111612.62,0.8813,0.8813,939969.53,43700,30590,0,"11FEB2010:10:50:19.898000",0,0
1,0.00381,0.09471,0.0254,0.04306,"6",0.0628,0,0,0,0,188,21,1.2e+09,0,0,0,0,0,0,0,0,175000,0,0,0,"03JAN2014:11:43:52.752000",0,0
1,0.02191,0.01863,0,0.02031,"4-",0.0174,6227.17,259000,0.06995,0.11274,220,31,355000,0,0,0,1,28843.96,84353.61,0.9891,0.7367,2656103.97,0,0,0,"14APR2016:15:18:40.566000",0.001217,0.001962
1,0.01017,0.14043,0.04811,0.02104,"4-",0.0174,18516.7,757522,0.01823,0.01389,168,11,0,0,0,0,1,277098.66,277098.66,0.8582,0.8566,1957926.25,757522,466500,0,"30APR2013:09:24:00.150000",0.000317,0.000242
1,0.086,0.25204,0.11156,0.15409,"7+",0.1101,3295.23,140000,0.13717,0.15506,226,31,2.6e+07,0,0,0,1,231206.12,126532.28,0.824,0.8197,1600000,140000,91000,0,"24SEP2014:08:53:22.391000",0.015102,0.017072
1,0.0189,0.2505,0.13747,0.04233,"6",0.0628,7226.21,220000,0.03876,0.04742,168,1,850000,0,0,0,1,117918.95,0,0.7743,0,522501.36,198000,159500,0,"08JUN2012:10:22:42.188000",0.002434,0.002978
1,0.05324,0.09643,0.0606,0.07114,"4-",0.0174,3558.76,180000,0.09458,0.12882,226,11,4.3e+07,0,0,0,1,356500,356500,0,0,356500,180000,0,0,"02JUN2015:08:21:06.059000",0.001646,0.002242
1,0.0362,0.20796,0.07062,0.06096,"7+",0.1101,2904.91,1e+05,0.02952,0.03807,201,21,2931000,0,0,0,1,74932.38,0,0.7366,0,284463.21,1e+05,79963.74,0,"20DEC2011:15:08:28.399000",0.00325,0.004192
1,0.00493,0.12523,0.0129,0.05152,"6-",0.0834,2662.99,78000,0.13792,0.17597,206,21,1e+06,0,0,0,1,61619.67,0,0.7759,0,274951.85,78000,59176.5,0,"16JAN2015:14:27:37.148000",0.011502,0.014676
1,0.05444,0.14147,0.06802,0.10542,"6+",0.0473,3266.1,65000,0.0308,0.03886,241,21,8509661.68,0,0,0,1,22354.46,0,0.9537,0,482971.88,65000,54166.67,0,"11AUG2011:09:23:17.480000",0.001457,0.001838
1,0.01947,0.12523,0.01607,0.05772,"7+",0.1101,7614.57,136300,0.17348,0.19458,246,31,3e+06,0,0,0,1,59744.61,0,0.8238,0,338978.29,136300,100780,0,"16MAR2015:11:01:23.000000",0.0191,0.021423
1,0.01423,0.03341,0.13707,0.11357,"6",0.0628,0,0,0,0,268,21,4500000,0,0,0,0,0,0,1,1,187528.82,0,0,0,"02MAY2011:10:00:41.936000",0,0
1,0.02617,0.01304,0,0.05012,"5+",0.0217,0,0,0,0,215,21,0,0,0,0,0,852680.01,0,0.5837,0,2500000,0,0,0,"02NOV2015:16:35:44.211000",0,0
1,0.05968,0.10057,0.05481,0.03795,"6+",0.0473,0,0,0,0,169,11,1.12e+08,0,0,0,0,349043.08,349043.08,0,0,449000,0,0,0,"24SEP2010:06:45:52.572000",0,0
1,0.05013,0.12523,0.0802,0.06453,"7",0.1443,8945.41,165000,0.03799,0.0443,272,41,3e+06,0,0,0,1,11887.56,0,0.9817,0,649716.23,165000,123750,0,"14NOV2012:12:37:05.590000",0.005482,0.006393
1,0.0139,0.09471,0.14119,0.1319,"7+",0.1101,27.09,76500,0.03909,0.04883,174,21,6e+06,0,0,0,1,160096.47,160096.47,0.7297,0.7103,592391.51,76500,63750,0,"03JUL2013:15:08:51.257000",0.004304,0.005377
1,0.02904,0.05642,0.12167,0.13056,"6+",0.0473,6678.03,145000,0.04323,0.04835,192,21,7e+06,0,0,0,1,85125,85125,0.6662,0.6662,255000,255000,188750,0,"08JAN2010:08:42:09.689000",0.002045,0.002287
1,0.01595,0.0271,0,0.02141,"4-",0.0174,1640.55,56464.08,0.15363,0.20475,240,31,3750000,0,0,0,1,298900.93,58789.98,0.5659,0.5347,688614.84,56464.08,28232.04,0,"27JUN2016:15:44:56.634000",0.002673,0.003563
1,0.03194,0.18188,0.02499,0.04505,"6",0.0628,0,0,0,0,293,11,0,0,0,0,0,131096.87,0,0.5267,0,750000,0,0,0,"24JUL2012:09:12:21.407000",0,0
1,0.03625,0.17162,0.09392,0.11284,"7+",0.1101,648.96,23424.37,0.046,0.06032,246,31,1e+07,0,0,0,1,147135.72,147135.72,0.4162,0.4162,252029.1,23424.37,14054.62,0,"25JUN2010:09:23:57.194000",0.005065,0.006641
1,0.07136,0.0709,0.0797,0.05257,"6-",0.0834,416.46,15100,0.12054,0.09794,286,41,6050000,0,0,0,1,0,0,1,1,334976.39,0,0,0,"15MAR2016:13:30:33.060000",0.010053,0.008168
1,0.06983,0.09834,0,0.08135,"6",0.0628,10035.11,254896.7,0.03549,0.03837,167,31,1450000,0,0,0,1,0,0,1,1.0783,588725.9,254896.7,167600,0,"03JUL2012:09:33:46.428000",0.002229,0.00241
1,0.05882,0.02535,0,0.01266,"3-",0.0101,0,0,0,0,225,21,4500000,0,0,0,0,103859.48,0,0.8169,0,1e+06,0,0,0,"01MAR2016:09:22:55.048000",0,0
1,0.10614,0.06066,0.0274,0.02932,"5-",0.0359,0,0,0,0,207,11,2e+07,0,0,0,0,647734.75,0,0.6426,0,1812314.33,0,0,0,"23JUN2016:10:59:18.001000",0,0
1,0.02329,0.04194,0.07287,0.04308,"6",0.0628,1028.66,52400,0.09452,0.1482,223,21,-2,0,0,0,1,180094.65,0,0.7282,0,662485.08,65500,49125,0,"07FEB2014:13:46:43.192000",0.005936,0.009307
1,0.13456,0.17089,0.05263,0.1267,"6",0.0628,0,163000,0.03869,0.04719,196,11,-2,0,0,0,1,52975,52975,0.7989,0.675,263479.63,163000,122250,0,"22JAN2013:09:36:34.070000",0.00243,0.002963
1,0.04713,0.09471,0.0793,0.0731,"7",0.1443,0,0,0,0,166,31,0,0,0,0,0,0,45830.55,1,0.6475,4e+05,0,0,0,"05MAY2015:17:05:01.996000",0,0
1,0.12934,0.0282,0,0.09219,"6",0.0628,0,8618.49,0.31797,0.32753,266,1,10798895.16,0,0,0,1,28881.23,7842.83,0.0262,0.09,29657,8618.49,861.85,0,"21JUL2015:14:50:35.004000",0.019968,0.020569
1,0.05022,0.09471,0.04593,0.06557,"7",0.1443,1103.26,40000,0.15201,0.20121,263,31,4600000,0,0,0,1,115167.02,7133.39,0.9155,0.9557,1500000,40000,30000,0,"28JUL2014:08:09:55.603000",0.021935,0.029034
1,0.01343,0.2673,0.11696,0.16307,"7-",0.1872,706.33,22328.81,0.1368,0.15043,0,0,6.8e+07,0,0,0,1,8931.52,0,0.6,0,22328.81,22328.81,13397.29,0,"11MAR2014:12:37:38.511000",0.02561,0.02816
1,0.01389,0.05244,0.15936,0.13414,"6",0.0628,0,0,0,0,237,21,2513304.79,0,0,0,0,139724.37,0,0.7043,2.4907,472550.1,0,0,0,"04JAN2012:09:23:20.062000",0,0
1,0.05077,0.09858,0.0197,0.06038,"7+",0.1101,1661.79,54000,0.03574,0.04535,267,31,8200867.7,0,0,0,1,0,0,1,1.0009,357676.56,54000,40500,0,"12MAR2013:14:55:55.939000",0.003935,0.004993
1,0.08643,0.1319,0.12857,0.05562,"7+",0.1101,815.35,84031.27,0.02798,0.01413,201,31,7900000,0,0,0,1,233655.42,233655.42,0.6959,0.6959,768377.15,84031.27,63023.45,0,"06DEC2010:16:38:04.103000",0.003081,0.001556
1,0.07099,0.12264,0.034,0.0258,"5",0.0276,11637.87,2e+05,0.02579,0.03214,236,11,7e+06,0,0,0,1,0,0,1.0794,1.0862,2852174.35,2e+05,158100,0,"12AUG2010:10:07:27.911000",0.000712,0.000887
1,0.00907,0.03341,0.02449,0.02208,"5+",0.0217,0,0,0,0,276,31,0,0,0,0,0,0,0,1.2645,0,1050000,0,0,0,"26JAN2011:14:59:35.516000",0,0
1,0.06706,0.17199,0.10411,0.13867,"6-",0.0834,484.06,18800,0.02931,0.03224,202,31,4e+06,0,0,0,1,52442.94,52442.94,0.8587,0.8435,371177.94,18800,12220,0,"19APR2011:08:58:49.003000",0.002444,0.002689
1,0.00428,0.07985,0.0536,0.04506,"6",0.0628,899.89,25000,0.01624,0.02142,220,31,290000,0,0,0,1,70860.2,0,0.9629,1.1214,1909888.81,25000,24000,0,"06APR2011:18:00:55.315000",0.00102,0.001345
1,0.08643,0.05328,0.05605,0.06627,"6+",0.0473,0,0,0,0,226,21,7165000,0,0,0,0,69148.58,0,0.719,0,5e+05,0,0,0,"16OCT2015:13:14:51.903000",0,0
1,0.04398,0.11756,0,0.0561,"7+",0.1101,2301.36,110000,0.19394,0.19493,225,21,850000,0,0,0,1,280786.05,280786.05,0.7605,0.7605,1172460.77,110000,82500,0,"30SEP2015:15:18:25.092000",0.021352,0.021462
1,0.04255,0.04681,0,0.04479,"5",0.0276,822.1,26000,0.04009,0.05211,226,31,71762181,0,0,0,1,3346866.3,1365200.46,0.5541,0.537,7505617.07,26000,18200,0,"16MAR2010:14:26:52.222000",0.001106,0.001438
1,0.12199,0.05013,0.02547,0.07031,"5",0.0276,21996.53,338207.5,0.13736,0.16274,167,41,0,0,0,0,1,144435.74,0,0.6597,0,444473.23,0,0,0,"25NOV2016:09:20:52.860000",0.003791,0.004492
1,0.04109,0.1939,0.09686,0.03628,"6+",0.0473,0,0,0,0,168,0,37750000,0,0,0,0,97922.5,122197.61,0.8517,0.8149,1200000,0,0,0,"22JUL2010:16:37:14.077000",0,0
1,0.0468,0.19353,0.0536,0.05035,"6-",0.0834,3642.18,169200,0.04017,0.04071,200,11,1200000,0,0,0,1,174323.04,159314.7,0.7221,0.7247,627178.04,169200,141000,0,"28JUN2011:11:08:02.883000",0.00335,0.003396
1,0.02427,0.12523,0.0132,0.05875,"7+",0.1101,768.86,28500,0.14666,0.19263,126,31,5e+06,0,0,0,1,58289.65,0,0.7714,0,255012.57,28500,21375,0,"05FEB2014:10:32:10.990000",0.016147,0.021208
1,0.05641,0.07401,0.14268,0.05345,"6-",0.0834,8118.71,158000,0.04465,0.04935,174,41,250000,0,0,0,1,2397897.74,51094.83,0.5345,0.6766,5151333.42,158000,118783.52,0,"30APR2012:14:24:05.568000",0.003724,0.004116
1,0.01854,0.04187,0.02807,0.08161,"5",0.0276,0,0,0,0,187,1,2100000,0,0,0,0,141846.93,0,0.7402,0,546043.96,0,0,0,"09SEP2010:12:44:10.675000",0,0
1,0.00436,0.12348,0.01645,0.05158,"6-",0.0834,5640.69,163000,0.01965,0.02829,266,21,1600000,0,0,0,1,52975,0,0.8022,0,267823.39,163000,122250,0,"27JUL2012:10:35:37.612000",0.001639,0.00236
1,0.03471,0.13687,0.034,0.08756,"6",0.0628,0,297000,0.01578,0.02456,233,0,3800000,0,0,0,1,107244.88,107244.88,0.9039,0.9039,1116412.04,297000,237600,0,"13NOV2012:12:14:36.954000",0.000991,0.001542
1,0.05444,0.14147,0.06802,0.0364,"6+",0.0473,3266.1,65000,0.0308,0.03886,168,0,8509661.68,0,0,0,1,22354.46,0,0.9537,0,482971.88,65000,54166.67,0,"11AUG2011:09:23:17.480000",0.001457,0.001838
1,0.0628,0.06481,0,0.09219,"6",0.0628,0,8618.49,0.31797,0.32753,225,0,10798895.16,0,0,0,1,28881.23,7842.83,0.0262,0.09,29657,8618.49,861.85,0,"21JUL2015:14:50:35.004000",0.019968,0.020569
1,0.05119,0.01279,0,0.01305,"4+",0.012,0,0,0,0,0,41,0,0,0,0,0,315320.79,315320.79,0.8806,0.8806,3500000,0,0,0,"13APR2016:14:47:40.698000",0,0
1,0.05302,0.23678,0.0523,0.12808,"7+",0.1101,870.45,28000,0.20607,0.26212,241,31,0,0,0,0,1,81907.21,80683.55,0.7537,0.741,332502.96,28000,19600,0,"19DEC2013:13:25:18.944000",0.022689,0.02886
1,0.01369,0.09436,0,0.07536,"4+",0.012,7459.5,330000,0.16575,0.2019,211,0,3e+06,0,0,0,1,85249.18,0,0.8045,0,436048.78,0,0,0,"31OCT2016:15:41:22.180000",0.001989,0.002423
1,0.089,0.091,0.02564,0.04253,"6",0.0628,10068.13,283300,0.02541,0.039,119,11,450000,0,0,0,1,310684.33,0,0.6563,0,903838.95,283300,226725,0,"15APR2010:16:28:15.659000",0.001596,0.002449
1,0.08648,0.16213,0.02166,0.04015,"6",0.0628,3605.02,140550,0.03197,0.04115,249,11,1500000,0,0,0,1,102202.91,0,0.8619,0,739807.41,140550,105412.5,0,"01MAR2012:11:31:44.569000",0.002008,0.002584
1,0.05346,0.00854,0,0.05786,"5",0.0276,0,0,0,0,279,21,0,0,0,0,0,0,0,1.6667,0,250000.01,0,0,0,"25NOV2016:12:33:09.252000",0,0
1,0.02617,0.03621,0,0.05012,"5+",0.0217,0,0,0,0,213,21,0,0,0,0,0,852680.01,0,0.5837,0,2500000,0,0,0,"02NOV2015:16:35:44.211000",0,0
1,0.03656,0.23678,0.0809,0.15957,"7",0.1443,0,0,0,0,269,0,0,0,0,0,0,385046.21,356155.45,0.5937,0.5934,2380000,0,0,0,"07APR2014:08:40:09.147000",0,0
1,0.01468,0.09471,0.1241,0.16024,"6",0.0628,6980.96,309228.07,0.14031,0.19232,291,21,560000,0,0,0,1,158430.92,0,0.7429,0,616258.7,309228.07,0,0,"31JAN2014:15:01:55.459000",0.008811,0.012078
1,0.0489,0.06221,0,0.06533,"6-",0.0834,8192.27,322863.73,0.09287,0.1227,266,1,21500000,0,0,0,1,6095079.13,1647333.95,0.4066,0.3925,10271222.03,0,0,0,"10FEB2017:10:44:15.785000",0.007745,0.010233
1,0.0208,0.0039,0.01355,0.01266,"3-",0.0101,0,0,0,0,239,31,4500000,0,0,0,0,103859.48,0,0.8169,0,1e+06,0,0,0,"01MAR2016:09:22:55.048000",0,0
1,0.08866,0.00847,0,0.06185,"3-",0.0101,0,0,0,0,266,1,6749556.89,0,0,0,0,248142.13,248142.13,0.853,0.853,2250000,0,0,0,"17MAR2016:08:45:43.845000",0,0
1,0.04197,0.0704,0.09745,0.03609,"6+",0.0473,6264.95,150000,0.05895,0.07115,168,41,3900000,0,0,0,1,183513.21,0,0.4026,0,307163.47,150000,0,0,"10DEC2010:12:03:08.577000",0.002788,0.003365
1,0.00551,0.05244,0.06392,0.0923,"5+",0.0217,0,0,0,0,291,21,3400000,0,0,0,0,139005.26,0,0.7527,0,1100000,0,0,0,"24OCT2011:16:13:11.799000",0,0
1,0.05649,0.01649,0.01194,0.04564,"4+",0.012,9310.79,205000,0.12117,0.16192,266,1,2933500,0,0,0,1,94968.25,0,0.7433,0,370026.75,205000,153750,0,"04AUG2016:15:16:37.741000",0.001454,0.001943
1,0.03916,0.17548,0.04309,0.09063,"6+",0.0473,375.15,110000,0.04102,0.04822,210,31,0,0,0,0,1,75442.23,0,0.7465,0,297614.27,110000,81256,0,"12SEP2013:17:08:35.922000",0.00194,0.002281
1,0.07851,0.05651,0.02564,0.1229,"6+",0.0473,11581.71,165000,0.03681,0.04248,266,1,6e+05,0,0,0,1,68739.19,0,0.8615,0,512900,165000,132000,0,"30JUL2013:14:23:16.712000",0.001741,0.002009
1,0.01884,0.18389,0.07524,0.03683,"6+",0.0473,274.22,8750,0.03797,0.05186,168,0,4000,0,0,0,1,183140.28,66472.61,0.8415,0.9169,1155804.59,8750,6562.5,0,"02AUG2011:11:20:21.960000",0.001796,0.002453
1,0.03263,0.17128,0.0254,0.01822,"4",0.0144,6105.37,80773.63,0.07948,0.08358,226,11,11500000,0,0,0,1,1642806.38,130634.34,0.2033,0.2868,2061905.25,80773.63,0,0,"05JUL2013:10:56:33.859000",0.001145,0.001204
1,0.08952,0.09471,0.08792,0.06557,"7",0.1443,1103.26,40000,0.15201,0.20121,288,41,4600000,0,0,0,1,115167.02,7133.39,0.9155,0.9557,1500000,40000,30000,0,"28JUL2014:08:09:55.603000",0.021935,0.029034
1,0.01727,0.01262,0,0.05694,"4",0.0144,1878.16,51500,0.16169,0.21984,218,21,1375000,0,0,0,1,171839.84,0,0.7317,0,640455.35,51500,36050,0,"07FEB2017:08:33:49.916000",0.002328,0.003166
1,0.04157,0.07598,0.0129,0.1022,"6+",0.0473,854.45,21569.8,0.04098,0.05349,187,1,2020000,0,0,0,1,80119.18,0,0.8045,0,409723.71,21569.8,11863.39,0,"29OCT2010:09:33:53.685000",0.001938,0.00253
1,0.08015,0.1706,0.04561,0.10464,"6-",0.0834,5703.38,146813,0.04712,0.05406,196,11,4200000,0,0,0,1,495166.27,0,0.5589,0,1122666.04,146813,106369.1,0,"25JAN2013:14:46:20.820000",0.00393,0.004509
1,0.00401,0.05244,0.06336,0.10246,"5",0.0276,0,0,0,0,213,21,2100000,0,0,0,0,148869.99,0,0.7868,0,2e+06,0,0,0,"29DEC2011:11:29:23.983000",0,0
1,0.01789,0.09471,0.03852,0.05168,"6-",0.0834,0,185900,0.04388,0.04892,272,31,2500000,0,0,0,1,149792.5,149792.5,0.7234,0.7234,541501.63,185900,139425,0,"23SEP2013:13:37:14.571000",0.00366,0.00408
1,0.04581,0.19514,0.10448,0.11631,"7+",0.1101,3719.04,90900,0.0323,0.04061,196,31,3800000,0,0,0,1,110771.92,0,0.6515,0,317895.31,90900,63630,0,"19APR2011:15:00:58.280000",0.003556,0.004471
1,0.08366,0.2673,0.09175,0.06262,"7+",0.1101,24982.38,374000,0.07576,0.09938,201,31,0,0,0,0,1,0,0,1.0668,0,1002152.03,374000,330000,0,"22JAN2014:15:01:12.326000",0.008341,0.010941
1,0.0628,0.10977,0,0.07844,"7-",0.1872,682.74,15752.72,0.30122,0.31993,211,21,0,0,0,0,1,1856242.31,44300.01,0.0439,0.031,2600000,15752.72,1575.27,0,"01APR2016:09:41:32.300000",0.056388,0.05989
1,0.03194,0.09471,0.02499,0.09627,"6",0.0628,0,0,0,0,187,1,0,0,0,0,0,131096.87,0,0.5267,0,750000,0,0,0,"24JUL2012:09:12:21.407000",0,0
1,0.01076,0.09471,0.06459,0.05582,"7+",0.1101,0,0,0,0,247,21,1900000,0,0,0,0,139724.37,0,0.7043,0,472550.1,0,0,0,"04JAN2012:09:34:59.976000",0,0
1,0.03104,0.07985,0.08185,0.06231,"7+",0.1101,0,0,0,0,218,21,4e+06,0,0,0,0,0,0,0,0,590000,0,0,0,"11SEP2012:15:52:24.752000",0,0
1,0.04173,0.13849,0.13612,0.0425,"6",0.0628,1608.83,53900.58,0.04098,0.05349,201,21,0,0,0,0,1,206109.06,27219.79,0.4225,0.5984,750000,53900.58,29645.32,0,"27JUN2011:13:44:42.874000",0.002574,0.003359
1,0.07741,0.03154,0.0863,0.06275,"7+",0.1101,1021.81,35000,0.08112,0.08731,202,21,46215641.55,0,0,0,1,16100,0,0.9902,1.3344,1644913.53,35000,21000,0,"01JUN2011:16:10:24.052000",0.008931,0.009613
1,0.03419,0.14421,0.08713,0.09985,"7+",0.1101,1032.03,175000,0.0345,0.04553,214,0,1.8e+07,1,0,0,1,145220.14,145220.14,0.9014,0.8971,1473092.32,175000,131250,0,"21DEC2011:10:33:11.361000",0.003798,0.005013
1,0.01657,0.09471,0.03353,0.04989,"6-",0.0834,0,0,0,0,211,31,1850000,0,0,0,0,0,0,0,0,6e+05,0,0,0,"01APR2014:14:34:40.672000",0,0
1,0.03104,0.07985,0.08185,0.06231,"7+",0.1101,0,0,0,0,218,31,4e+06,0,0,0,0,0,0,0,0,590000,0,0,0,"11SEP2012:15:52:24.752000",0,0
1,0.08068,0.09471,0.04593,0.15078,"7+",0.1101,0,0,0,0,266,1,2700000,0,0,0,0,0,0,0,0,1300000,0,0,0,"12NOV2013:15:43:33.835000",0,0
1,0.02309,0.16744,0.0566,0.08522,"6",0.0628,14947.92,490000,0.0406,0.04898,196,11,-2,0,0,0,1,53900,0,0.89,0,490000,490000,343000,0,"29DEC2010:15:03:01.071000",0.00255,0.003076
1,0.09781,0.2673,0.04657,0.07103,"7",0.1443,5672.24,170000,0.26115,0.29289,205,11,1900000,0,0,0,1,34131.84,0,0.8899,0,338511.42,170000,132600,0,"10OCT2014:10:11:11.892000",0.037683,0.042265
1,0.05513,0.05642,0.04746,0.11396,"6+",0.0473,1316.44,43000,0.12368,0.15547,266,1,4e+06,0,0,0,1,245608.75,64562.62,0.2935,0.4753,347623.51,43000,21500,0,"28MAR2014:08:35:29.008000",0.00585,0.007354
1,0.1181,0.15336,0.10841,0.05186,"6-",0.0834,0,0,0,0,201,21,409951274.82,0,0,0,0,0,0,0,0,5e+07,0,0,0,"09MAY2014:11:47:17.269000",0,0
1,0.01931,0.09471,0.06372,0.05876,"7+",0.1101,0,0,0,0,244,21,1e+07,0,0,0,0,0,0,0,0,7e+05,0,0,0,"13AUG2013:12:08:58.786000",0,0
1,0.1243,0.10093,0.04912,0.06445,"7",0.1443,1983.79,57600,0.13565,0.18055,201,11,9e+06,0,0,0,1,140335.88,88641.94,0.6969,0.6303,463018.94,57600,34785,0,"27APR2016:10:05:01.754000",0.019574,0.026054
1,0.07703,0.07401,0.02564,0.12237,"6",0.0628,0,0,0,0,187,1,750000,0,0,0,0,68976.98,0,0.7938,0,334487.12,0,0,0,"09DEC2010:12:07:13.923000",0,0
1,0.04716,0.1319,0.12857,0.11421,"7+",0.1101,815.35,84031.27,0.02798,0.01413,249,31,7900000,0,0,0,1,233655.42,233655.42,0.6959,0.6959,768377.15,84031.27,63023.45,0,"06DEC2010:16:38:04.103000",0.003081,0.001556
1,0.09371,0.00657,0,0.06529,"6+",0.0473,7213.06,275000,0.04506,0.07081,266,1,0,0,0,0,1,20525,20525,0.9254,0.9254,275000,0,0,0,"18DEC2015:11:28:53.179000",0.002131,0.003349
1,0.02666,0.22163,0.03174,0.13997,"6-",0.0834,0,0,0,0,335,0,0,0,0,0,1,70176.65,70176.65,0.7744,0.7744,311056.64,43340,28378.5,0,"28JUL2010:14:51:07.549000",0,0
1,0.06089,0.0155,0.05685,0.06886,"6+",0.0473,0,0,0,0,242,21,0,0,0,0,0,0,0,24.4875,0,1300000,0,0,0,"22DEC2016:10:52:46.277000",0,0
1,0.00767,0.05769,0.02981,0.0416,"5+",0.0217,2331.59,57250,0.16722,0.22481,213,21,2900000,0,0,0,1,31266.37,0,0.9151,0,368061.02,57250,40075,0,"18AUG2016:09:20:59.711000",0.003629,0.004878
1,0.00607,0.03991,0,0.02677,"4+",0.012,20131.7,520000,0.0061,0.0061,251,0,0,0,0,0,1,92829.95,0,0.9102,0,1033585.97,0,0,0,"27FEB2017:15:53:25.447000",7.3e-05,7.3e-05
1,0.00767,0.05769,0.02981,0.02208,"5+",0.0217,2331.59,57250,0.16722,0.22481,211,21,2900000,0,0,0,1,31266.37,0,0.9151,0,368061.02,57250,40075,0,"18AUG2016:09:20:59.711000",0.003629,0.004878
1,0.00864,0.21375,0.06171,0.02829,"5",0.0276,5075.95,125000,0.05586,0.06825,168,11,2700000,0,0,0,1,101783.88,64098.22,0.8412,0.871,641078.01,125000,0,0,"08MAR2010:10:27:07.805000",0.001542,0.001884
1,0.07402,0.01169,0,0.01596,"4",0.0144,0,0,0,0,163,41,12500000,0,0,0,0,0,0,1.4056,0,5e+05,0,0,0,"04MAY2016:13:07:16.458000",0,0
1,0.04085,0.19451,0.11549,0.06236,"7+",0.1101,611.39,19831.93,0.03814,0.04293,168,1,1460269,0,0,0,1,225475.87,20874.02,0.8328,0.3907,2200000,19831.93,14873.95,0,"12APR2012:12:36:09.046000",0.0042,0.004727
1,0.00823,0.12523,0.12048,0.1477,"7+",0.1101,722.39,4103.75,0.11133,0.1115,241,21,62270745.52,0,0,0,1,278217.03,73642.27,0.63,0.0055,752016.2,4103.75,410.37,0,"05DEC2011:09:47:22.807000",0.012257,0.012276
1,0.0579,0.20977,0.10342,0.05637,"7+",0.1101,0,0,0,0,168,11,1.1e+07,0,0,0,0,10616.04,10616.04,0.9139,0.9139,6e+05,0,0,0,"06JUN2013:16:40:41.897000",0,0
1,0.02494,0.05642,0.03854,0.04012,"6",0.0628,3782.41,93899,0.04126,0.05067,214,31,0,0,0,0,1,39216.93,39216.93,0.9599,0.9599,978121.04,93899,68712.05,0,"25JAN2013:09:09:14.566000",0.002591,0.003182
1,0.00743,0.05668,0,0.05982,"5",0.0276,0,0,0,0,246,21,450000,0,0,0,1,0,0,1.0978,1.1296,918284.85,9000,7500,0,"07APR2010:07:16:28.140000",0,0
1,0.08027,0.28256,0.04693,0.06281,"7+",0.1101,1463.39,25000,0.07158,0.07913,256,11,5e+06,0,0,0,1,0,0,1.1406,0,385790.42,25000,0,0,"04DEC2009:11:44:47.132000",0.007881,0.008712
1,0.06682,0.02008,0,0.01799,"4",0.0144,0,0,0,0,225,21,4e+06,0,0,0,0,0,0,0,0,350000,0,0,0,"07OCT2015:13:19:45.478000",0,0
1,0.07394,0.09471,0,0.06193,"7+",0.1101,0,0,0,0,182,41,5571109.9,0,0,0,0,0,0,0,0,3e+05,0,0,0,"25NOV2015:11:34:16.329000",0,0
1,0.01516,0.13707,0.02806,0.11456,"6+",0.0473,5090.5,113875.19,0.04737,0.04701,215,0,0,0,0,0,1,68722.39,0,0.8425,0,436256.97,113875.19,0,0,"14FEB2013:17:15:37.916000",0.002241,0.002224
1,0.03401,0.03766,0.01643,0.07935,"5",0.0276,11352.27,221241.58,0.19101,0.18889,282,0,4550000,0,0,0,1,138707.34,74178.92,0.8277,0.8197,804844.27,221241.58,132947.75,0,"08DEC2015:09:11:25.076000",0.005272,0.005213
1,0.03051,0.08976,0.0797,0.08034,"6-",0.0834,416.46,15100,0.12054,0.09794,213,31,6050000,0,0,0,1,0,0,1,1,334976.39,0,0,0,"15MAR2016:13:30:33.060000",0.010053,0.008168
